Product.Name;Well_ID_384;Row_ID_384;Col_ID_384;Target;Pathway;concentration;Library_ID
Esomeprazole Sodium;C18;C;18;ATPase;Transmembrane Transporters;NA;5
Diphenhydramine HCl;C19;C;19;Others;Others;NA;5
Orotic acid (6-Carboxyuracil);C20;C;20;Others;Others;NA;5
Felodipine;C21;C;21;NULL;Transmembrane Transporters;NA;5
Levosimendan;C22;C;22;Others;Others;NA;5
BAF312 (Siponimod);C23;C;23;S1P Receptor;GPCR & G Protein;NA;5
LEE011;C24;C;24;CDK;Cell Cycle;NA;5
Tropisetron;D01;D;1;Others;Neuronal Signaling;NA;5
DMSO;D02;D;2;NA;NA;NA;5
Fluvastatin Sodium;D03;D;3;HMG-CoA Reductase;Metabolism;NA;5
Darunavir Ethanolate;D04;D;4;HIV Protease;Proteases;NA;5
Phenindione;D05;D;5;Others;Others;NA;5
DMSO;D06;D;6;NA;NA;NA;5
Menadione;D07;D;7;Others;Others;NA;5
Amprenavir;D08;D;8;HIV Protease;Proteases;NA;5
Rimantadine;D09;D;9;Others;Others;NA;5
DMSO;D10;D;10;NA;NA;NA;5
Methscopolamine;D11;D;11;AChR;Neuronal Signaling;NA;5
Dofetilide;D12;D;12;Others;Others;NA;5
Maraviroc;D13;D;13;CCR5;Microbiology;NA;5
DMSO;D14;D;14;NA;NA;NA;5
Chlormezanone;D15;D;15;Others;Others;NA;5
Betamethasone Dipropionate;D16;D;16;Others;Endocrinology & Hormones;NA;5
Epalrestat;D17;D;17;Others;Others;NA;5
DMSO;D18;D;18;NA;NA;NA;5
Cyproheptadine HCl;D19;D;19;Histamine Receptor;Neuronal Signaling;NA;5
Estradiol;D20;D;20;Others;Others;NA;5
Cyclophosphamide Monohydrate;D21;D;21;Others;Others;NA;5
DMSO;D22;D;22;NA;NA;NA;5
CO-1686 (AVL-301);D23;D;23;EGFR;Protein Tyrosine Kinase;NA;5
Cilengitide;D24;D;24;Integrin;Others;NA;5
Methylprednisolone;E01;E;1;Others;Others;NA;5
Ozagrel HCl;E02;E;2;Others;Others;NA;5
Rifabutin;E03;E;3;Others;Others;NA;5
Cilazapril Monohydrate;E04;E;4;RAAS;Endocrinology & Hormones;NA;5
Pitavastatin Calcium;E05;E;5;Others;Others;NA;5
Detomidine HCl;E06;E;6;Adrenergic Receptor;Neuronal Signaling;NA;5
Chlorprothixene;E07;E;7;Others;Neuronal Signaling;NA;5
Levosulpiride;E08;E;8;Dopamine Receptor;Neuronal Signaling;NA;5
Stanozolol;E09;E;9;Others;Others;NA;5
Ibutilide Fumarate;E10;E;10;Sodium Channel;Transmembrane Transporters;NA;5
Acadesine;E11;E;11;AMPK;PI3K/Akt/mTOR;NA;5
Bazedoxifene HCl;E12;E;12;Estrogen/progestin receptor;Endocrinology & Hormones;NA;5
Fenoprofen Calcium;E13;E;13;Others;Others;NA;5
Tebipenem Pivoxil;E14;E;14;Others;Others;NA;5
Butoconazole nitrate;E15;E;15;Others;Others;NA;5
Formestane;E16;E;16;Aromatase;Endocrinology & Hormones;NA;5
Clemastine Fumarate;E17;E;17;Histamine Receptor;Neuronal Signaling;NA;5
Volasertib (BI 6727);E18;E;18;PLK;Cell Cycle;NA;5
Dapoxetine HCl;E19;E;19;5-HT Receptor;Neuronal Signaling;NA;5
Piperine;E20;E;20;Others;Others;NA;5
Deflazacort;E21;E;21;Others;Others;NA;5
Amantadine HCl;E22;E;22;Dopamine Receptor;Neuronal Signaling;NA;5
Idasanutlin (RG-7388);E23;E;23;Mdm2;Apoptosis;NA;5
Uprosertib (GSK2141795);E24;E;24;Akt;PI3K/Akt/mTOR;NA;5
Nicotinamide (Vitamin B3);F01;F;1;NULL;Others;NA;5
DMSO;F02;F;2;NA;NA;NA;5
Tioconazole;F03;F;3;Others;Others;NA;5
Theophylline;F04;F;4;TGF-beta/Smad;TGF-beta/Smad;NA;5
Alibendol;F05;F;5;Others;Others;NA;5
DMSO;F06;F;6;NA;NA;NA;5
Methoxsalen;F07;F;7;Others;Others;NA;5
Albendazole;F08;F;8;Others;Others;NA;5
Primidone;F09;F;9;Others;Others;NA;5
DMSO;F10;F;10;NA;NA;NA;5
Amiodarone HCl;F11;F;11;Potassium Channel;Transmembrane Transporters;NA;5
Isradipine;F12;F;12;Others;Transmembrane Transporters;NA;5
Raltegravir (MK-0518);F13;F;13;Integrase;Microbiology;NA;5
DMSO;F14;F;14;NA;NA;NA;5
Ketotifen Fumarate;F15;F;15;Histamine Receptor;Neuronal Signaling;NA;5
Meprednisone;F16;F;16;Others;Others;NA;5
Aspartame;F17;F;17;Others;Others;NA;5
DMSO;F18;F;18;NA;NA;NA;5
Doxifluridine;F19;F;19;Others;Others;NA;5
Deferasirox;F20;F;20;Others;Others;NA;5
Tolnaftate;F21;F;21;Others;Others;NA;5
DMSO;F22;F;22;NA;NA;NA;5
AZD9291;F23;F;23;EGFR;Protein Tyrosine Kinase;NA;5
LDK378;F24;F;24;ALK;Protein Tyrosine Kinase;NA;5
Meloxicam;G01;G;1;Others;Others;NA;5
Argatroban;G02;G;2;Others;Others;NA;5
Nevirapine;G03;G;3;Others;Microbiology;NA;5
Adiphenine HCl;G04;G;4;Others;Others;NA;5
Rifapentine;G05;G;5;Others;Others;NA;5
Almotriptan Malate;G06;G;6;5-HT Receptor;Neuronal Signaling;NA;5
Oxytetracycline (Terramycin);G07;G;7;NULL;Others;NA;5
Flunixin Meglumin;G08;G;8;COX;Neuronal Signaling;NA;5
Tetrabenazine (Xenazine);G09;G;9;Others;PI3K/Akt/mTOR;NA;5
Probucol;G10;G;10;Others;Others;NA;5
Acetylcholine Chloride;G11;G;11;AChR;Neuronal Signaling;NA;5
Atropine;G12;G;12;Others;Neuronal Signaling;NA;5
Erdosteine;G13;G;13;Others;Others;NA;5
Bazedoxifene Acetate;G14;G;14;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;5
Azithromycin;G15;G;15;autophagy;Ubiquitin;NA;5
Mubritinib (TAK 165);G16;G;16;HER2;Protein Tyrosine Kinase;NA;5
Curcumin;G17;G;17;Others;Others;NA;5
Fesoterodine Fumarate;G18;G;18;AChR;Neuronal Signaling;NA;5
Valaciclovir HCl;G19;G;19;Others;Others;NA;5
Rutin;G20;G;20;NULL;Others;NA;5
Nizatidine;G21;G;21;Others;Neuronal Signaling;NA;5
Amfebutamone HCl;G22;G;22;Dopamine Receptor;Neuronal Signaling;NA;5
Losmapimod (GW856553X);G23;G;23;p38 MAPK;MAPK;NA;5
Trelagliptin;G24;G;24;DPP-4;Proteases;NA;5
Vitamin B12;H01;H;1;Others;Others;NA;5
DMSO;H02;H;2;NA;NA;NA;5
Tropicamide;H03;H;3;AChR;Neuronal Signaling;NA;5
Prednisone;H04;H;4;Others;Others;NA;5
Irsogladine;H05;H;5;Others;Metabolism;NA;5
DMSO;H06;H;6;NA;NA;NA;5
Miconazole Nitrate;H07;H;7;Others;Others;NA;5
Chlorothiazide;H08;H;8;Others;Others;NA;5
Nefiracetam;H09;H;9;GABA Receptor;Neuronal Signaling;NA;5
DMSO;H10;H;10;NA;NA;NA;5
Meclizine 2HCl;H11;H;11;Histamine Receptor;Neuronal Signaling;NA;5
Estrone;H12;H;12;Others;Endocrinology & Hormones;NA;5
Pyrimethamine;H13;H;13;NULL;Metabolism;NA;5
DMSO;H14;H;14;NA;NA;NA;5
Urapidil HCl;H15;H;15;5-HT Receptor;Neuronal Signaling;NA;5
Betamethasone valerate (Betnovate);H16;H;16;Others;Endocrinology & Hormones;NA;5
Candesartan Cilexetil;H17;H;17;Others;Endocrinology & Hormones;NA;5
DMSO;H18;H;18;NA;NA;NA;5
Pioglitazone HCl;H19;H;19;Others;Metabolism;NA;5
Piroxicam;H20;H;20;COX;Neuronal Signaling;NA;5
Terazosin HCl;H21;H;21;Adrenergic Receptor;Neuronal Signaling;NA;5
DMSO;H22;H;22;NA;NA;NA;5
Rilpivirine;H23;H;23;Reverse Transcriptase;Microbiology;NA;5
EPZ-6438;H24;H;24;Histone Methyltransferase;Epigenetics;NA;5
Mesna;I01;I;1;Others;Others;NA;5
Mecarbinate;I02;I;2;Others;Others;NA;5
Esomeprazole Magnesium;I03;I;3;5-alpha Reductase;Transmembrane Transporters;NA;5
Duloxetine HCl;I04;I;4;5-HT Receptor;Neuronal Signaling;NA;5
Suprofen;I05;I;5;Others;Others;NA;5
Ambrisentan;I06;I;6;Others;Others;NA;5
Toremifene Citrate;I07;I;7;Others;Endocrinology & Hormones;NA;5
Imidapril HCl;I08;I;8;RAAS;Endocrinology & Hormones;NA;5
Rifaximin;I09;I;9;Others;Others;NA;5
Licofelone;I10;I;10;COX;Neuronal Signaling;NA;5
Acipimox;I11;I;11;Others;Others;NA;5
Roflumilast;I12;I;12;PDE;Metabolism;NA;5
Betaxolol hydrochloride (Betoptic);I13;I;13;Adrenergic Receptor;Neuronal Signaling;NA;5
Rosuvastatin Calcium;I14;I;14;HMG-CoA Reductase;Endocrinology & Hormones;NA;5
Albendazole Oxide;I15;I;15;Others;Others;NA;5
Irinotecan HCl Trihydrate;I16;I;16;Topoisomerase;DNA Damage;NA;5
Bifonazole;I17;I;17;others;Others;NA;5
CX-4945 (Silmitasertib);I18;I;18;PKC;Others;NA;5
Ganciclovir;I19;I;19;Others;Others;NA;5
Silibinin;I20;I;20;Others;Others;NA;5
Carbidopa;I21;I;21;others;Others;NA;5
Benserazide HCl;I22;I;22;Dopamine Receptor;Others;NA;5
Alvelestat (AZD9668);I23;I;23;Others;Proteases;NA;5
Afuresertib (GSK2110183);I24;I;24;Akt;PI3K/Akt/mTOR;NA;5
Diclofenac Sodium;J01;J;1;COX;Neuronal Signaling;NA;5
DMSO;J02;J;2;NA;NA;NA;5
Pregnenolone;J03;J;3;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;5
Acetylcysteine;J04;J;4;AChR;Others;NA;5
Triamcinolone;J05;J;5;Others;Others;NA;5
DMSO;J06;J;6;NA;NA;NA;5
Sulfamethizole;J07;J;7;Others;Others;NA;5
Methyldopa;J08;J;8;Adrenergic Receptor;Neuronal Signaling;NA;5
Nicorandil;J09;J;9;Others;Transmembrane Transporters;NA;5
DMSO;J10;J;10;NA;NA;NA;5
Mometasone furoate;J11;J;11;Others;Others;NA;5
Flucytosine;J12;J;12;Others;Others;NA;5
Sulindac;J13;J;13;NULL;Others;NA;5
DMSO;J14;J;14;NA;NA;NA;5
Diclazuril;J15;J;15;Others;Others;NA;5
Praziquantel;J16;J;16;Others;Others;NA;5
Phentolamine Mesylate;J17;J;17;adrenergic receptor;Neuronal Signaling;NA;5
DMSO;J18;J;18;NA;NA;NA;5
Lornoxicam;J19;J;19;Others;Neuronal Signaling;NA;5
Gemcitabine;J20;J;20;RRM1;DNA Damage;NA;5
Bromhexine HCl;J21;J;21;Others;Others;NA;5
DMSO;J22;J;22;NA;NA;NA;5
Tasisulam;J23;J;23;Caspase;Apoptosis;NA;5
Batimastat (BB-94);J24;J;24;MMP;Proteases;NA;5
Methocarbamol;K01;K;1;Others;Others;NA;5
Rosiglitazone HCl;K02;K;2;PPAR;Metabolism;NA;5
Nicotinic Acid;K03;K;3;Others;Others;NA;5
Trimebutine;K04;K;4;Opioid Receptor;Neuronal Signaling;NA;5
Pyrazinamide;K05;K;5;Others;Others;NA;5
Bexarotene;K06;K;6;Others;Others;NA;5
Ethionamide;K07;K;7;Others;Others;NA;5
Vinpocetine;K08;K;8;Sodium Channel;Transmembrane Transporters;NA;5
Simvastatin;K09;K;9;Others;Others;NA;5
Dextrose;K10;K;10;Others;Others;NA;5
Aciclovir;K11;K;11;Others;Others;NA;5
Neratinib (HKI-272);K12;K;12;EGFR,HER2;Protein Tyrosine Kinase;NA;5
Proparacaine HCl;K13;K;13;Sodium Channel;Transmembrane Transporters;NA;5
Telotristat Etiprate (LX 1606 Hippurate);K14;K;14;Hydroxylase;Metabolism;NA;5
Flubendazole;K15;K;15;Autophagy;Autophagy;NA;5
Apatinib;K16;K;16;VEGFR;Protein Tyrosine Kinase;NA;5
Pefloxacin Mesylate;K17;K;17;Others;Others;NA;5
Artemether;K18;K;18;Others;Others;NA;5
Roxatidine Acetate HCl;K19;K;19;Histamine Receptor;Neuronal Signaling;NA;5
D-Mannitol;K20;K;20;Others;Others;NA;5
Valsartan;K21;K;21;RAAS;Endocrinology & Hormones;NA;5
Bupivacaine HCl;K22;K;22;Others;GPCR & G Protein;NA;5
KPT-330;K23;K;23;CRM1;Transmembrane Transporters;NA;5
GS-9973;K24;K;24;Syk;Angiogenesis;NA;5
Avobenzone;L01;L;1;Others;Others;NA;5
DMSO;L02;L;2;NA;NA;NA;5
Sulfamethoxazole;L03;L;3;Others;Others;NA;5
Alendronate;L04;L;4;Others;Others;NA;5
Nystatin (Fungicidin);L05;L;5;Others;Others;NA;5
DMSO;L06;L;6;NA;NA;NA;5
Sulbactam;L07;L;7;Others;Others;NA;5
Ursodiol;L08;L;8;Others;Others;NA;5
Tamoxifen Citrate;L09;L;9;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;5
DMSO;L10;L;10;NA;NA;NA;5
Propylthiouracil;L11;L;11;Others;Others;NA;5
Trichlormethiazide;L12;L;12;Others;Others;NA;5
Pramipexole dihydrochloride monohydrate;L13;L;13;Others;Neuronal Signaling;NA;5
DMSO;L14;L;14;NA;NA;NA;5
Uridine;L15;L;15;DNA/RNA Synthesis;DNA Damage;NA;5
Busulfan;L16;L;16;NULL;Others;NA;5
Nimesulide;L17;L;17;Others;Neuronal Signaling;NA;5
DMSO;L18;L;18;NA;NA;NA;5
Captopril;L19;L;19;RAAS;Endocrinology & Hormones;NA;5
Glipizide;L20;L;20;Others;Others;NA;5
Lovastatin;L21;L;21;HMG-CoA Reductase;Metabolism;NA;5
DMSO;L22;L;22;NA;NA;NA;5
Poziotinib (HM781-36B);L23;L;23;EGFR;Protein Tyrosine Kinase;NA;5
Marimastat(BB-2516);L24;L;24;MMP;Proteases;NA;5
Prednisolone;M01;M;1;Others;Others;NA;5
Atorvastatin Calcium;M02;M;2;HMG-CoA Reductase;Metabolism;NA;5
Nimodipine;M03;M;3;Others;Transmembrane Transporters;NA;5
Ivabradine HCl;M04;M;4;Adrenergic Receptor;Neuronal Signaling;NA;5
Quetiapine Fumarate;M05;M;5;Dopamine Receptor;Neuronal Signaling;NA;5
Temocapril HCl;M06;M;6;RAAS;Endocrinology & Hormones;NA;5
Trifluridine;M07;M;7;NULL;Others;NA;5
Lapatinib;M08;M;8;EGFR, HER2;Protein Tyrosine Kinase;NA;5
Ramipril;M09;M;9;RAAS;Endocrinology & Hormones;NA;5
Xylose;M10;M;10;Others;Others;NA;5
Nifedipine;M11;M;11;Others;Others;NA;5
LDE225 (NVP-LDE225,Erismodegib);M12;M;12;Smoothened;Stem Cells &  Wnt;NA;5
Pranlukast;M13;M;13;Others;Others;NA;5
LY2784544;M14;M;14;JAK;JAK/STAT;NA;5
Chloroxine;M15;M;15;Others;Others;NA;5
CAL-101 (Idelalisib, GS-1101);M16;M;16;PI3K;PI3K/Akt/mTOR;NA;5
Metoprolol Tartrate;M17;M;17;Adrenergic Receptor;Neuronal Signaling;NA;5
Cyclosporin A;M18;M;18;Others;Others;NA;5
Protionamide;M19;M;19;Others;Others;NA;5
L-carnitine;M20;M;20;Others;Others;NA;5
Dipyridamole;M21;M;21;Others;Others;NA;5
Bethanechol chloride;M22;M;22;AChR;Neuronal Signaling;NA;5
Vidofludimus;M23;M;23;Dehydrogenase;Metabolism;NA;5
Ledipasvir (GS5885);M24;M;24;HCV Protease;Microbiology;NA;5
Amlodipine;N01;N;1;Calcium Channel;Transmembrane Transporters;NA;5
DMSO;N02;N;2;NA;NA;NA;5
Sulfisoxazole;N03;N;3;Others;Others;NA;5
Ethinyl Estradiol;N04;N;4;Others;Others;NA;5
Isoniazid;N05;N;5;Angiogenesis;Others;NA;5
DMSO;N06;N;6;NA;NA;NA;5
Tolfenamic Acid;N07;N;7;Others;Neuronal Signaling;NA;5
Nitrofural;N08;N;8;Others;Others;NA;5
Meglumine;N09;N;9;Others;Others;NA;5
DMSO;N10;N;10;NA;NA;NA;5
Fluticasone propionate;N11;N;11;Others;Others;NA;5
Loteprednol etabonate;N12;N;12;Others;Endocrinology & Hormones;NA;5
Mirtazapine;N13;N;13;Others;Others;NA;5
DMSO;N14;N;14;NA;NA;NA;5
Flunarizine 2HCl;N15;N;15;Calcium Channel;Transmembrane Transporters;NA;5
Carbamazepine;N16;N;16;Others;Transmembrane Transporters;NA;5
Dyclonine HCl;N17;N;17;Others;Others;NA;5
DMSO;N18;N;18;NA;NA;NA;5
Oxytetracycline Dihydrate;N19;N;19;Others;Others;NA;5
Glyburide;N20;N;20;Others;Others;NA;5
Tiopronin;N21;N;21;Others;Others;NA;5
DMSO;N22;N;22;NA;NA;NA;5
Aloxistatin;N23;N;23;Cysteine Protease;Proteases;NA;5
Ilomastat (GM6001, Galardin);N24;N;24;MMP;Proteases;NA;5
Telmisartan;O01;O;1;Others;Endocrinology & Hormones;NA;5
Famotidine;O02;O;2;Histamine Receptor;Neuronal Signaling;NA;5
Nisoldipine;O03;O;3;Others;Others;NA;5
Rivastigmine Tartrate;O04;O;4;AChR;Neuronal Signaling;NA;5
Rifampin;O05;O;5;Others;Others;NA;5
Gabexate Mesylate;O06;O;6;Proteasome;Proteases;NA;5
Azacitidine;O07;O;7;DNA/RNA Synthesis;DNA Damage;NA;5
Cisatracurium Besylate;O08;O;8;Adrenergic Receptor;Neuronal Signaling;NA;5
Fenofibrate;O09;O;9;NULL;Others;NA;5
Mestranol;O10;O;10;NULL;Others;NA;5
Amiloride HCl;O11;O;11;Others;Others;NA;5
Sitafloxacin Hydrate;O12;O;12;Others;Others;NA;5
Oxfendazole;O13;O;13;Others;Others;NA;5
MLN2238;O14;O;14;Proteasome;Proteases;NA;5
Lomustine;O15;O;15;Others;Others;NA;5
Eltrombopag Olamine;O16;O;16;Others;Others;NA;5
Diethylstilbestrol;O17;O;17;Others;Others;NA;5
DL-Carnitine HCl;O18;O;18;Others;Others;NA;5
Idoxuridine;O19;O;19;Others;Others;NA;5
Sorbitol;O20;O;20;Others;Others;NA;5
Hydroxyurea;O21;O;21;Others;Others;NA;5
Chlorpromazine HCl;O22;O;22;Dopamine Receptor, Potassium Channel;Neuronal Signaling;NA;5
Suvorexant (MK-4305);O23;O;23;OX Receptor;GPCR & G Protein;NA;5
Filgotinib (GLPG0634);O24;O;24;JAK;JAK/STAT;NA;5
Metronidazole;P01;P;1;Others;Others;NA;5
DMSO;P02;P;2;NA;NA;NA;5
Crystal Violet;P03;P;3;Others;Others;NA;5
Naproxen;P04;P;4;COX;Neuronal Signaling;NA;5
Levofloxacin;P05;P;5;Others;Others;NA;5
DMSO;P06;P;6;NA;NA;NA;5
Pranoprofen;P07;P;7;Others;Others;NA;5
Ketoprofen;P08;P;8;COX;Neuronal Signaling;NA;5
Aripiprazole;P09;P;9;5-HT Receptor;Neuronal Signaling;NA;5
DMSO;P10;P;10;NA;NA;NA;5
Lacidipine;P11;P;11;Calcium Channel;Transmembrane Transporters;NA;5
_6-__-_Aminocaproic acid;P12;P;12;Others;Others;NA;5
Benidipine HCl;P13;P;13;calcium channel;Transmembrane Transporters;NA;5
DMSO;P14;P;14;NA;NA;NA;5
Fenticonazole Nitrate;P15;P;15;Others;Others;NA;5
Hydrocortisone;P16;P;16;Others;Others;NA;5
Cyproterone Acetate;P17;P;17;Androgen Receptor/P450;Endocrinology & Hormones;NA;5
DMSO;P18;P;18;NA;NA;NA;5
Orphenadrine Citrate;P19;P;19;AChR;Neuronal Signaling;NA;5
Fomepizole;P20;P;20;Dehydrogenase;Angiogenesis;NA;5
Balofloxacin;P21;P;21;Others;Others;NA;5
DMSO;P22;P;22;NA;NA;NA;5
Sorafenib;P23;P;23;Raf;MAPK;NA;5
LY2835219;P24;P;24;CDK;Cell Cycle;NA;5
Clindamycin HCl;A01;A;1;Others;Others;NA;6
Norethindrone;A02;A;2;Others;Others;NA;6
Gallamine Triethiodide;A03;A;3;AChR;Neuronal Signaling;NA;6
DMSO;A04;A;4;NA;NA;NA;6
Mitoxantrone HCl;A05;A;5;Others;Others;NA;6
Ropivacaine HCl;A06;A;6;Others;Others;NA;6
Oxymetazoline hydrochloride;A07;A;7;Adrenergic Receptor;Neuronal Signaling;NA;6
DMSO;A08;A;8;NA;NA;NA;6
Roxithromycin;A09;A;9;Others;Others;NA;6
Mequinol;A10;A;10;Others;Others;NA;6
Maprotiline HCl;A11;A;11;Reuptake inhibitor;Neuronal Signaling;NA;6
DMSO;A12;A;12;NA;NA;NA;6
Ritodrine HCl;A13;A;13;Adrenergic Receptor;Neuronal Signaling;NA;6
Halcinonide;A14;A;14;Others;Others;NA;6
Ceftiofur HCl;A15;A;15;Others;Others;NA;6
DMSO;A16;A;16;NA;NA;NA;6
Rosiglitazone;A17;A;17;PPAR;DNA Damage;NA;6
Timolol Maleate;A18;A;18;Adrenergic Receptor;Neuronal Signaling;NA;6
Medroxyprogesterone acetate;A19;A;19;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
DMSO;A20;A;20;NA;NA;NA;6
Quinapril HCl;A21;A;21;RAAS;Endocrinology & Hormones;NA;6
Chlorzoxazone;A22;A;22;Others;Others;NA;6
Lomitapide Mesylate;A23;A;23;Others;Others;NA;6
DMSO;A24;A;24;NA;NA;NA;6
Tolvaptan;B01;B;1;Estrogen/progestogen Receptor;GPCR & G Protein;NA;6
Piracetam;B02;B;2;Others;Others;NA;6
Idebenone;B03;B;3;Others;Others;NA;6
Ulipristal;B04;B;4;Estrogen/progestogen Receptor;Others;NA;6
Fostamatinib (R788);B05;B;5;Syk;Angiogenesis;NA;6
Oxybutynin chloride;B06;B;6;AChR;Neuronal Signaling;NA;6
Dacomitinib (PF299804, PF299);B07;B;7;EGFR;Protein Tyrosine Kinase;NA;6
Methylthiouracil;B08;B;8;Others;Others;NA;6
Dovitinib (TKI-258) Dilactic Acid;B09;B;9;Flt, FGFR, PDGFR, VEGFR, c-Kit;Angiogenesis;NA;6
Butenafine HCl;B10;B;10;Others;Others;NA;6
Tideglusib;B11;B;11;GSK-3;PI3K/Akt/mTOR;NA;6
Anagrelide HCl;B12;B;12;PDE;Metabolism;NA;6
Pirfenidone;B13;B;13;TGF-beta/Smad;TGF-beta/Smad;NA;6
Amitriptyline HCl;B14;B;14;5-HT Receptor;Neuronal Signaling;NA;6
Amoxicillin;B15;B;15;Others;Others;NA;6
Triflusal;B16;B;16;COX;Neuronal Signaling;NA;6
Linagliptin;B17;B;17;DPP-4;Proteases;NA;6
Lithocholic acid;B18;B;18;Others;Others;NA;6
Cinepazide maleate;B19;B;19;Others;Others;NA;6
Hyoscyamine;B20;B;20;AChR;Neuronal Signaling;NA;6
Enrofloxacin;B21;B;21;Others;Others;NA;6
Homatropine Bromide;B22;B;22;AChR;Neuronal Signaling;NA;6
Salirasib;B23;B;23;Rho;Cell Cycle;NA;6
Pexmetinib (ARRY-614);B24;B;24;p38 MAPK;MAPK;NA;6
Clonidine HCl;C01;C;1;Adrenergic Receptor;Neuronal Signaling;NA;6
Olsalazine Sodium;C02;C;2;Others;Others;NA;6
Imatinib (STI571);C03;C;3;PDGFR,c-Kit, v-Abl;Protein Tyrosine Kinase;NA;6
DMSO;C04;C;4;NA;NA;NA;6
Moroxydine HCl;C05;C;5;Others;Others;NA;6
Sodium Nitroprusside;C06;C;6;Others;Others;NA;6
Ozagrel;C07;C;7;Factor Xa;Metabolism;NA;6
DMSO;C08;C;8;NA;NA;NA;6
Scopolamine HBr;C09;C;9;Others;Neuronal Signaling;NA;6
Mefenamic Acid;C10;C;10;COX;Neuronal Signaling;NA;6
Naphazoline HCl;C11;C;11;Adrenergic Receptor;Neuronal Signaling;NA;6
DMSO;C12;C;12;NA;NA;NA;6
Isoconazole nitrate;C13;C;13;Others;Others;NA;6
Dexlansoprazole;C14;C;14;Others;Others;NA;6
Tiotropium Bromide hydrate;C15;C;15;AChR;Neuronal Signaling;NA;6
DMSO;C16;C;16;NA;NA;NA;6
Terbinafine HCl;C17;C;17;Others;Others;NA;6
Tolazoline HCl;C18;C;18;Adrenergic Receptor;Neuronal Signaling;NA;6
Phenylephrine HCl;C19;C;19;Adrenergic Receptor;GPCR & G Protein;NA;6
DMSO;C20;C;20;NA;NA;NA;6
Trazodone HCl;C21;C;21;5-HT Receptor;Neuronal Signaling;NA;6
Chlortetracycline HCl;C22;C;22;Others;Others;NA;6
Cerdulatinib (PRT062070, PRT2070);C23;C;23;JAK;JAK/STAT;NA;6
DMSO;C24;C;24;NA;NA;NA;6
Pramiracetam;D01;D;1;Others;Others;NA;6
Caspofungin Acetate;D02;D;2;Others;Others;NA;6
Mifepristone;D03;D;3;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Indacaterol Maleate;D04;D;4;Adrenergic Receptor;Neuronal Signaling;NA;6
GSK2126458 (GSK458);D05;D;5;PI3K, mTOR;PI3K/Akt/mTOR;NA;6
Ornidazole;D06;D;6;Others;Others;NA;6
Crenolanib (CP-868596);D07;D;7;PDGFR;Protein Tyrosine Kinase;NA;6
Methenamine;D08;D;8;Others;Others;NA;6
Tofacitinib (CP-690550,Tasocitinib);D09;D;9;JAK;JAK/STAT;NA;6
Mepivacaine HCl;D10;D;10;Others;Others;NA;6
Clindamycin;D11;D;11;Others;Others;NA;6
Antipyrine;D12;D;12;Others;Others;NA;6
Evacetrapib (LY2484595);D13;D;13;CETP;Metabolism;NA;6
Adrenalone HCl;D14;D;14;Adrenergic Receptor;Neuronal Signaling;NA;6
Aspirin;D15;D;15;Others;Proteases;NA;6
Trifluoperazine 2HCl;D16;D;16;Others;Ubiquitin;NA;6
Bindarit;D17;D;17;Others;Others;NA;6
Ethambutol HCl;D18;D;18;Others;Others;NA;6
Azilsartan;D19;D;19;RAAS;Endocrinology & Hormones;NA;6
Allylthiourea;D20;D;20;Others;Others;NA;6
Medetomidine HCl;D21;D;21;Adrenergic Receptor;Neuronal Signaling;NA;6
Hydroxyzine 2HCl;D22;D;22;Histamine Receptor;Neuronal Signaling;NA;6
Dovitinib (TKI258) Lactate;D23;D;23;FLT3;Angiogenesis;NA;6
Afatinib (BIBW2992) Dimaleate;D24;D;24;EGFR;Protein Tyrosine Kinase;NA;6
Clozapine;E01;E;1;5-HT Receptor;Neuronal Signaling;NA;6
Nafcillin Sodium;E02;E;2;Others;Others;NA;6
Itraconazole;E03;E;3;Others;Others;NA;6
DMSO;E04;E;4;NA;NA;NA;6
Mycophenolic acid;E05;E;5;Others;Others;NA;6
Erythromycin Ethylsuccinate;E06;E;6;Others;Others;NA;6
Pancuronium dibromide;E07;E;7;AChR;Neuronal Signaling;NA;6
DMSO;E08;E;8;NA;NA;NA;6
Sotalol;E09;E;9;Adrenergic Receptor;Neuronal Signaling;NA;6
Ticagrelor;E10;E;10;P2 Receptor;Neuronal Signaling;NA;6
Epinephrine Bitartrate;E11;E;11;Adrenergic Receptor;GPCR & G Protein;NA;6
DMSO;E12;E;12;NA;NA;NA;6
Econazole nitrate;E13;E;13;Others;Others;NA;6
Esmolol HCl;E14;E;14;Others;Others;NA;6
Trospium chloride;E15;E;15;AChR;Neuronal Signaling;NA;6
DMSO;E16;E;16;NA;NA;NA;6
Cortisone acetate;E17;E;17;Others;Others;NA;6
Sodium Phenylbutyrate;E18;E;18;HDAC;DNA Damage;NA;6
Prednisolone Acetate;E19;E;19;Others;Endocrinology & Hormones;NA;6
DMSO;E20;E;20;NA;NA;NA;6
Thiamphenicol;E21;E;21;Others;Others;NA;6
Bezafibrate;E22;E;22;Others;Others;NA;6
Lomitapide;E23;E;23;others;Others;NA;6
DMSO;E24;E;24;NA;NA;NA;6
